# Constructed from biom file
#OTU ID	23	24	25	26	27	28	29	30	31	32	33	34	35	36	54	55	56	57	82	83	84	85	86	87	88	89	90	91	95	96
c8b9b7d30e9c691c55f6aad86fc2eb8d	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	66599.0	47.0	0.0	73827.0	26.0	0.0	35.0	148864.0
8066a946c2bce93a8f4d4dae660448fa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	26.0	0.0	0.0	0.0	0.0	40231.0	50977.0	50529.0	75803.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
64e629a02a50cf62088c6a47878fadb2	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	17.0	12684.0	286.0	271.0	39770.0	18296.0	133346.0	22.0
ca3f1833601676cff85e6e4ba1174a5e	5501.0	2747.0	7675.0	11192.0	1672.0	14278.0	6987.0	5920.0	4438.0	613.0	74132.0	6145.0	1608.0	31320.0	16.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	25.0	18.0	0.0	0.0
fef790186b76b2c4a3f6a44d0e19e0d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27378.0	26703.0	29878.0	16643.0	0.0	0.0	0.0	0.0	0.0	0.0	33276.0	0.0	0.0	34.0	0.0	276.0
935fecc29361bc1b49593af19511d667	26.0	19.0	43.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	1116.0	104327.0	16.0	13.0	0.0	0.0	0.0	0.0	22.0	13.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0
36ea5dbc06c5a910611894fe8b29c8a2	5447.0	3231.0	959.0	0.0	13734.0	4069.0	605.0	2690.0	0.0	12593.0	21356.0	364.0	160.0	2188.0	0.0	11.0	5.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0
abee1e9056d2effd74db08e7bd14ec73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53516.0	548.0	0.0	1767.0	0.0	0.0	0.0	0.0	0.0
3e5fa90804013842bbc91428155e8224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46286.0	0.0	0.0	0.0	0.0	0.0	19.0
7749ac7c98a2d244d3c4f774c23f5618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36204.0	0.0	0.0	0.0	0.0	0.0
