# Constructed from biom file
#OTU ID	54	55	56	57	82	83	84	85	86	87	88	89	90	91	95	96
c8b9b7d30e9c691c55f6aad86fc2eb8d	7.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	66599.0	47.0	0.0	73827.0	26.0	0.0	35.0	160176.0
8066a946c2bce93a8f4d4dae660448fa	40233.0	50978.0	50537.0	75803.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
64e629a02a50cf62088c6a47878fadb2	0.0	0.0	0.0	0.0	4.0	8.0	0.0	0.0	17.0	12683.0	286.0	271.0	40638.0	19081.0	133723.0	22.0
fef790186b76b2c4a3f6a44d0e19e0d1	27406.0	26717.0	29909.0	16643.0	0.0	0.0	0.0	0.0	0.0	0.0	33432.0	0.0	0.0	35.0	0.0	276.0
abee1e9056d2effd74db08e7bd14ec73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53691.0	548.0	0.0	1765.0	0.0	0.0	0.0	0.0	0.0
3e5fa90804013842bbc91428155e8224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46286.0	0.0	0.0	0.0	0.0	0.0	19.0
7749ac7c98a2d244d3c4f774c23f5618	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36202.0	0.0	0.0	0.0	0.0	0.0
0f1b2ed368ed60dc58ef54f925a9ebbf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	35195.0	0.0	0.0
e8797c11ecb2b8f029487937c45b2760	0.0	0.0	0.0	0.0	0.0	33008.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
fb4349ddb6b851c141f902ba3e79c7b2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21020.0	0.0	1120.0	0.0	0.0	0.0
ed4bb72e419b67803cb77d200adc684f	0.0	0.0	0.0	0.0	18976.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44cc3f8b0ac4b636b3753059c824d130	0.0	0.0	0.0	0.0	0.0	0.0	17003.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9c1f34cb9f6d27d229c53aa79d3af2a0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	930.0	0.0	0.0	4337.0	179.0	7628.0	0.0
